PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_FUNCTION;REQUIREMENTS_ATTRIBUTES_ASSETTYPE;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGROUPS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.2;Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using Multi-Factor Authentication (MFA) and a 14-character password for accounts not using MFA.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:ap-southeast-2:213146990554:password-policy;213146990554;iam_password_policy_uppercase;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;5.4;Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user's primary, non-privileged account.;5. Account Management;Protect;Users;IG1 | IG2 | IG3;PASS;IAM Role Omico-2IDP does not have AdministratorAccess policy.;arn:aws:iam::213146990554:role/Omico-2IDP;Omico-2IDP;iam_role_administratoraccess_policy;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;6.8;Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.;6. Access Control Management;Govern;Users;IG3;PASS;IAM Role Omico-2IDP does not have ReadOnlyAccess policy.;arn:aws:iam::213146990554:role/Omico-2IDP;Omico-2IDP;iam_role_cross_account_readonlyaccess_policy;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;6.8;Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.;6. Access Control Management;Govern;Users;IG3;FAIL;IAM Service Role Amazon_EventBridge_Invoke_Step_Functions_347775329 does not prevent against a cross-service confused deputy attack.;arn:aws:iam::213146990554:role/service-role/Amazon_EventBridge_Invoke_Step_Functions_347775329;Amazon_EventBridge_Invoke_Step_Functions_347775329;iam_role_cross_service_confused_deputy_prevention;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;6.8;Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.;6. Access Control Management;Govern;Users;IG3;FAIL;IAM Service Role backups-progress-role-11zn78wb does not prevent against a cross-service confused deputy attack.;arn:aws:iam::213146990554:role/service-role/backups-progress-role-11zn78wb;backups-progress-role-11zn78wb;iam_role_cross_service_confused_deputy_prevention;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;6.8;Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.;6. Access Control Management;Govern;Users;IG3;FAIL;IAM Service Role backups-trigger-lambda-function-role does not prevent against a cross-service confused deputy attack.;arn:aws:iam::213146990554:role/service-role/backups-trigger-lambda-function-role;backups-trigger-lambda-function-role;iam_role_cross_service_confused_deputy_prevention;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-southeast-2;2026-07-15 20:14:58.543427;6.8;Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.;6. Access Control Management;Govern;Users;IG3;FAIL;IAM Service Role StepFunctions-ConfluenceBackupStepFunctionTest-role-xzrbs7uh9 does not prevent against a cross-service confused deputy attack.;arn:aws:iam::213146990554:role/service-role/StepFunctions-ConfluenceBackupStepFunctionTest-role-xzrbs7uh9;StepFunctions-ConfluenceBackupStepFunctionTest-role-xzrbs7uh9;iam_role_cross_service_confused_deputy_prevention;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;213146990554;ap-east-1;2026-07-15 20:14:58.543427;1.1;Establish and maintain an accurate, detailed, and up-to-date inventory of all enterprise assets with the potential to store or process data, to include: end-user devices (including portable and mobile), network devices, non-computing/IoT devices, and servers. Ensure the inventory records the network address (if static), hardware address, machine name, enterprise asset owner, department for each asset, and whether the asset has been approved to connect to the network. For mobile end-user devices, MDM type tools can support this process, where appropriate. This inventory includes assets connected to the infrastructure physically, virtually, remotely, and those within cloud environments. Additionally, it includes assets that are regularly connected to the enterprise's network infrastructure, even if they are not under control of the enterprise. Review and update the inventory of all enterprise assets bi-annually, or more frequently.;1. Inventory and Control of Enterprise Assets;Identify;Devices;IG1 | IG2 | IG3;PASS;Resource Explorer Indexes found: 18.;arn:aws:resource-explorer-2:ap-east-1:213146990554:index/6bf169a8-fb1b-4eb2-98c8-09541690067b;213146990554;resourceexplorer2_indexes_found;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;1.2;Ensure that a process exists to address unauthorized assets on a weekly basis. The enterprise may choose to remove the asset from the network, deny the asset from connecting remotely to the network, or quarantine the asset.;1. Inventory and Control of Enterprise Assets;Respond;Devices;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;1.3;Utilize an active discovery tool to identify assets connected to the enterprise's network. Configure the active discovery tool to execute daily, or more frequently.;1. Inventory and Control of Enterprise Assets;Detect;Devices;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;1.4;Use DHCP logging on all DHCP servers or Internet Protocol (IP) address management tools to update the enterprise's asset inventory. Review and use logs to update the enterprise's asset inventory weekly, or more frequently.;1. Inventory and Control of Enterprise Assets;Identify;Devices;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;1.5;Use a passive discovery tool to identify assets connected to the enterprise's network. Review and use scans to update the enterprise's asset inventory at least weekly, or more frequently.;1. Inventory and Control of Enterprise Assets;Detect;Devices;IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;2.1;"Establish and maintain a detailed inventory of all licensed software installed on enterprise assets. The software inventory must document the title, publisher, initial install/use date, and business purpose for each entry; where appropriate, include the Uniform Resource Locator (URL), app store(s), version(s), deployment mechanism, decommission date, and number of licenses. Review and update the software inventory bi-annually, or more frequently.";2. Inventory and Control of Software Assets;Identify;Software;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;2.3;Ensure that unauthorized software is either removed from use on enterprise assets or receives a documented exception. Review monthly, or more frequently.;2. Inventory and Control of Software Assets;Respond;Software;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;2.4;Utilize software inventory tools, when possible, throughout the enterprise to automate the discovery and documentation of installed software.;2. Inventory and Control of Software Assets;Detect;Software;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;2.5;Use technical controls, such as application allowlisting, to ensure that only authorized software can execute or be accessed. Reassess bi-annually, or more frequently.;2. Inventory and Control of Software Assets;Protect;Software;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;2.6;Use technical controls to ensure that only authorized software libraries, such as specific .dll, .ocx, and .so files, are allowed to load into a system process. Block unauthorized libraries from loading into a system process. Reassess bi-annually, or more frequently.;2. Inventory and Control of Software Assets;Protect;Software;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;2.7;Use technical controls, such as digital signatures and version control, to ensure that only authorized scripts, such as specific .ps1, and .py files are allowed to execute. Block unauthorized scripts from executing. Reassess bi-annually, or more frequently.;2. Inventory and Control of Software Assets;Protect;Software;IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.1;Establish and maintain a documented data management process. In the process, address data sensitivity, data owner, handling of data, data retention limits, and disposal requirements, based on sensitivity and retention standards for the enterprise. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.;3. Data Protection;Govern;Data;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.5;Securely dispose of data as outlined in the enterprise's documented data management process. Ensure the disposal process and method are commensurate with the data sensitivity.;3. Data Protection;Protect;Data;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.6;Encrypt data on end-user devices containing sensitive data. Example implementations can include: Windows BitLocker®, Apple FileVault®, Linux® dm-crypt.;3. Data Protection;Protect;Data;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.7;"Establish and maintain an overall data classification scheme for the enterprise. Enterprises may use labels, such as ""Sensitive,"" ""Confidential,"" and ""Public,"" and classify their data according to those labels. Review and update the classification scheme annually, or when significant enterprise changes occur that could impact this Safeguard.";3. Data Protection;Identify;Data;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.8;Document data flows. Data flow documentation includes service provider data flows and should be based on the enterprise's data management process. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.;3. Data Protection;Identify;Data;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.9;Encrypt data on removable media.;3. Data Protection;Protect;Data;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;3.12;Segment data processing and storage based on the sensitivity of the data. Do not process sensitive data on enterprise assets intended for lower sensitivity data.;3. Data Protection;Protect;Data;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.1;Establish and maintain a documented secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.;4. Secure Configuration of Enterprise Assets and Software;Govern;Documentation;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.2;Establish and maintain a documented secure configuration process for network devices. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.;4. Secure Configuration of Enterprise Assets and Software;Govern;Documentation;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.5;Implement and manage a host-based firewall or port-filtering tool on end-user devices, with a default-deny rule that drops all traffic except those services and ports that are explicitly allowed.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.8;Uninstall or disable unnecessary services on enterprise assets and software, such as an unused file sharing service, web application module, or service function.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.9;Configure trusted DNS servers on network infrastructure. Example implementations include configuring network devices to use enterprise-controlled DNS servers and/or reputable externally accessible DNS servers.;4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.10;"Enforce automatic device lockout following a predetermined threshold of local failed authentication attempts on portable end-user devices, where supported. For laptops, do not allow more than 20 failed authentication attempts; for tablets and smartphones, no more than 10 failed authentication attempts. Example implementations include Microsoft® InTune Device Lock and Apple® Configuration Profile maxFailedAttempts.";4. Secure Configuration of Enterprise Assets and Software;Protect;Devices;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.11;Remotely wipe enterprise data from enterprise-owned portable end-user devices when deemed appropriate such as lost or stolen devices, or when an individual no longer supports the enterprise.;4. Secure Configuration of Enterprise Assets and Software;Protect;Data;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;4.12;Ensure separate enterprise workspaces are used on mobile end-user devices, where supported. Example implementations include using an Apple® Configuration Profile or Android™ Work Profile to separate enterprise applications and data from personal applications and data.;4. Secure Configuration of Enterprise Assets and Software;Protect;Data;IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;5.1;Establish and maintain an inventory of all accounts managed in the enterprise. The inventory must at a minimum include user, administrator, and service accounts. The inventory, at a minimum, should contain the person's name, username, start/stop dates, and department. Validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.;5. Account Management;Identify;Users;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;5.5;Establish and maintain an inventory of service accounts. The inventory, at a minimum, must contain department owner, review date, and purpose. Perform service account reviews to validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.;5. Account Management;Identify;Users;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;6.1;Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user.;6. Access Control Management;Govern;Documentation;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;6.2;Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.;6. Access Control Management;Govern;Documentation;IG1 | IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
aws;The CIS Critical Security Controls (CIS Controls) v8.1 are a prioritized set of Safeguards to mitigate the most prevalent cyber-attacks against systems and networks. They are organized into 18 top-level Controls and mapped to three Implementation Groups (IG1, IG2, IG3). This is a cross-provider mapping of Prowler checks to the CIS Controls Safeguards that can be assessed automatically against cloud and platform configurations.;;;2026-07-15 20:14:58.543427;6.6;Establish and maintain an inventory of the enterprise's authentication and authorization systems, including those hosted on-site or at a remote service provider. Review and update the inventory, at a minimum, annually, or more frequently.;6. Access Control Management;Identify;Software;IG2 | IG3;MANUAL;Manual check;manual_check;Manual check;manual;False;CIS-Controls;CIS Controls v8.1
